id,item_name,carry_on_allowed,checked_baggage_allowed,notes,item_name_EN,notes_EN,source
202,헤어 스프레이,예 (3.4oz/100 ml 이상 또는 동일),예 (특별 지침),위탁 수하물에 에어로졸을 포함한 제한된 의약품 및 화장품의 총량을 제한합니다.,Hair Spray,"The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. See theFAA regulationsfor more information.",TSA
203,헤어 텍스처라이저 (에어로졸),예 (3.4oz/100 ml 이상 또는 동일),예,위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Hair Texturizer (aerosol),"The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.",TSA
204,망치,아니요,예,NULL,Hammers,NULL,TSA
205,수류탄,아니요,아니요,NULL,Hand Grenades,NULL,TSA
206,손 소독제,예 (3.4oz/100 ml 이상 또는 동일),예,3-1-1 액체 규정에 따라 승객 기내 수하물에 손 소독제를 허용합니다. 물품당 100ml 이하의 여행용 크기 용기로 제한됩니다. 위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Hand Sanitizers,"TSA allows hand sanitizer in a passenger carry-on bag under the 3-1-1 liquids rule. These are limited to travel-size hand sanitizer containers that are 3.4 ounces (100 milliliters) or less per item.The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.",TSA
207,핸드 워머,예,예,NULL,Hand Warmers,NULL,TSA
208,수갑,예,예,NULL,Handcuffs,NULL,TSA
209,해리포터 지팡이,예,예,NULL,Harry Potter wand,NULL,TSA
210,헤드폰,예,예,NULL,Headphones,NULL,TSA
211,발열 재킷 / 스웨터,예 (특별 지침),예 (특별 지침),배터리에 대한 규정을 참조하십시오.,Heated Jackets / Sweaters,See theFAA regulations on batteries.,TSA
212,젤 타입 온열 패드,아니요,예,NULL,Heating Pad (Gel),NULL,TSA
213,전기 온열 패드,예,예,NULL,Heating Pads (Electric),NULL,TSA
214,헬멧,예,예,NULL,Helmets,NULL,TSA
215,등산 스틱,예,예,"무딘 팁이 있는 등산 스틱은 기내 또는 위탁 수하물로 허용되며, 다른 물품과 같이 보안 검색을 받아야 합니다. 날카로운 등산 스틱은 허용되지 않습니다. 물품이 일반적으로 허용되더라도 보안 담당관은 물품이 보안 검색대를 통과하도록 허용할지에 대한 최종 결정을 내립니다.",Hiking Poles,"Blunt-tipped hiking poles are allowed in carry-on or checked bags and must be screened like other property. Sharp-tipped hiking poles are not allowed carry-on items. Please note that even if an item is generally allowed, our officers make the final decision on whether an item is allowed through the checkpoint.",TSA
216,하키 스틱,아니요,예,NULL,Hockey Sticks,NULL,TSA
217,연말 장식 조명,예,예,NULL,Holiday lights,NULL,TSA
218,홀스터,예,예,총기 여행에 대한 지침을 읽으십시오.,Holsters,Read the guidelinesfor traveling with firearms.,TSA
219,꿀,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Honey,NULL,TSA
220,물 담뱃대,예,예,NULL,Hookahs,NULL,TSA
221,전기 핫플레이트,예,예,NULL,Hot Plate,NULL,TSA
222,호버 보드,항공사로 확인하십시오,항공사로 확인하십시오,호버보드는 보안 검색대를 통과할 수 있습니다. 정책에 대해 항공사에 확인하십시오.,Hoverboards,Hoverboards are allowed through the checkpoint. Please check with your airline for their policy.,TSA
223,후무스,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Hummus,NULL,TSA
224,얼음,예 (특별 지침),예,냉동 액체 물품은 보안 검색을 위해 제시될 때 완전히 얼어 있는 고체 상태여야만 허용됩니다. 만약 부분적으로 녹거나 용기 바닥에 액체가 있는 경우 3-1-1 액체 규정을 충족해야 합니다.,Ice,"Frozen liquid items are allowed through the checkpoint as long as they are frozen solid when presented for screening. If frozen liquid items are partially melted, slushy, or have any liquid at the bottom of the container, they must meet 3-1-1 liquids requirements.",TSA
225,아이스 액스/아이스 픽,아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다.,Ice Axes/Ice Picks,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
226,아이스크림,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Ice cream,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
227,흡입기,예 (특별 지침),예,"여행에 필요한 합리적인 양의 의학적으로 필요한 액체, 젤 및 에어로졸은 허용되지만, 보안 검색대에서 보안 담당관에게 미리 알려야 합니다.",Inhalers,"TSA allows larger amounts of medically necessary liquids, gels, and aerosols in reasonable quantities for your trip, but you must declare them to TSA officers at the checkpoint for inspection.",TSA
228,인스턴트 핫/콜드 팩,예,예,NULL,Instant Hot/Cold Packs,NULL,TSA
229,인슐린,예 (특별 지침),예,의학적으로 필요한 액체임을 알리고 엑스레이 검사를 위해 별도의 통에 넣으십시오.,Insulin,Please let our officers know you have medically necessary liquids and place them in?a bin separately for x-ray screening.,TSA
230,인슐린 펌프 및 포도당 모니터,예 (특별 지침),예,"당뇨병이 있고 소모품을 가지고 다니고 있음을 보안 담당관에게 알리십시오. 인슐린 펌프 및 관련 용품은 인슐린과 함께 휴대해야 하며, 어떤 형태의 또는 디스펜서의 인슐린을 명확하게 확인할 수 있는 서류가 있어야 합니다. 보안 검색에 대한 도움이 필요한 경우 승객 지원 전문가 또는 감독 보안 담당관을 요청할 수 있습니다. 리튬 금속 또는 리튬 이온 배터리가 포함된 사전은 기내 수하물로 운반해야 합니다. 배터리가 포함된 대부분의 다른 소비자 전자 장치는 기내 및 위탁 수하물로 허용됩니다.",Insulin Pumps and Glucose Monitors,"Please notify the TSA officer that you have diabetes and are carrying your supplies with you. Insulin pumps and supplies must be accompanied by insulin, and insulin in any form or dispenser must be clearly identified. For more information, see TSAspecial procedures.If you need assistance with screening, you may ask for a Passenger Support Specialist or a Supervisory TSA Officer.Devices containing lithium metal or lithium ion batteries should be carried in carry-on baggage. ?Most other consumer electronic devices containing batteries are allowed in carry-on and checked baggage.",TSA
231,인슐린 용품,예 (특별 지침),예,"의학적으로 필요한 용품이 있다는 것을 보안 담당관에게 알리고, 인슐린 펌프, 포도당 모니터 또는 기타 의료 기기가 있는 경우 몸에 부착하십시오.",Insulin Supplies,"Please let our officers know you have medically necessary supplies and if you have an insulin pump, glucose monitor or other medical device attached to your body. You'll find helpful informationhere.",TSA
232,iPod,예,예,NULL,iPod,NULL,TSA
233,잼과 젤리,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Jam and Jelly,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
234,보석류,예,예,보석류와 같은 귀중품을 여행할 때는 항상 휴대하십시오(위탁 수하물에 넣지 마십시오). 보안 담당관에게 귀하와 귀중품을 개인적으로 검색하여 보안을 유지하도록 요청할 수 있습니다.,Jewelry,"If you are travelling with valuable items such as?jewelry, please keep those items with you at all times (do not put them in checked baggage). You can ask the TSA officer to screen you and your valuables in private to maintain your security.",TSA
235,이유식,예 (특별 지침),예,"분유, 모유, 유아 음료 및 아기/유아 음식(퓨레 파우치 포함)은 100ml를 초과하는 양이라도 기내 수하물로 허용되며, 1L 용량의 가방 안에 맞지 않아도 됩니다. 이들은 의학적으로 필요한 액체로 간주됩니다. 이는 모유 팩, 냉동 팩 및 젤 팩과 같은 모유 및 분유 냉각 액세서리에도 적용됩니다. 자녀나 유아가 동반하지 않아도 모유, 분유 및 관련 용품을 가져올 수 있습니다.",Juice for Babies,"Formula, breast milk, toddler drinks, and baby/toddler food (to include puree pouches) in quantities greater than 3.4 ounces or 100 milliliters are allowed in carry-on baggage and do not need to fit within a quart-sized bag. Formula, breast milk, toddler drinks, and baby/toddler food (to include puree pouches) are considered medically necessary liquids. This also applies to breast milk and formula cooling accessories, such as ice packs, freezer packs, and gel packs (regardless of presence of breast milk). Your child or infant does not need to be present or traveling with you to bring breast milk, formula and/or related supplies.",TSA
236,주스,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Juices,NULL,TSA
237,키르판,아니요,예,NULL,Kirpans,"Cutting or thrusting weapons, including fencing foils.",TSA
238,뜨개질 바늘,예,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다.,Knitting Needles,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
239,나이프,아니요,예,둥근 날이 있는 버터 나이프와 같은 톱니 모양/치아가 없는 무딘 가장자리 또는 플라스틱 칼을 제외하고는 허용되지 않습니다.,Knives,"Except knives with rounded-blades, blunt edges without serration/teeth such as butter knives, or plastic cutlery.",TSA
240,쿠바톤,아니요,예,NULL,Kubatons,NULL,TSA
241,라크로스 스틱,아니요,예,NULL,Lacrosse Sticks,NULL,TSA
242,노트북,예,예,가방에서 노트북을 꺼내고 엑스레이 검사를 위해 별도의 통에 넣으십시오.,Laptops,Please remove the laptops from your bag and place it in a separate bin for X-ray screening.,TSA
243,레이저 제모기,예,예,NULL,Laser Hair Remover,NULL,TSA
244,레이저 포인터,예,예,NULL,LED lights,NULL,TSA
245,LED 조명,예,예,NULL,License plate,NULL,TSA
246,번호판,예,예,NULL,Life Vest,"You may bring a life vest with up to two CO2cartridges inside, plus two spare cartridges in your carry-on or checked bag.",TSA
247,구명 조끼,예,예,내부에 최대 2개의 CO2 카트리지가 있는 구명 조끼와 기내 또는 위탁 수하물에 2개의 여분 카트리지를 가져올 수 있습니다.,Light Bulbs,NULL,TSA
248,전구,예,예,NULL,Light Saber,"Sadly, the technology doesn't currently exist to create a real lightsaber. However, you can pack a toy lightsaber in your carry-on or checked bag. May the force be with you.",TSA
249,라이터 (기름 연료),아니요,아니요,NULL,Lighter (Fluid),NULL,TSA
250,"라이터 (아크 라이터, 전자 라이터, e- 라이터)",예 (특별 지침),아니요,"항공기 탑승 중 가열 요소의 의도치 않은 작동을 방지하기 위한 조치를 취해야 합니다. 의도치 않은 작동을 방지하기 위한 효과적인 조치의 예에는 다음이 포함되지만 이에 국한되지 않습니다: 배터리를 라이터에서 분리하는 것, 라이터를 보호 케이스에 넣는 것, 및/또는 라이터의 작동 버튼에 보호 덮개, 안전 걸쇠 또는 잠금 장치를 사용하는 것.","Lighters (Arc Lighters, Electronic Lighters, E-Lighters)","Measures must be taken to prevent unintentional activation of the heating element while on board the aircraft. Examples of effective measures to prevent unintentional activation include, but are not limited to: removing the battery from the lighter; placing the lighter into a protective case; and/or using a protective cover, safety latch, or locking device on the lighter's activation button.",TSA
251,라이터 (일회용 및 지포),예,예 (특별 지침),연료가 없는 일회용 및 지포 라이터는 위탁 수하물에 허용됩니다. 연료가 담긴 라이터는 운송 부서의 면제를 준수하지 않는 한 위탁 수하물에 금지됩니다. 이 면제는 승인된 케이스로 올바르게 둘러싸인 경우 최대 2개의 연료 라이터를 허용합니다.,Lighters (Disposable and Zippo),"Disposable and Zippo lighters without fuel are allowed in checked bags. Lighters with fuel are prohibited in checked bags, unless they adhere to the Department of Transportation exemption, which allows up to two fueled lighters if properly enclosed in a DOT approved case.",TSA
252,총 모양 라이터,아니요,아니요,NULL,Lighters (Gun),NULL,TSA
253,라이터 (리튬 배터리 구동),예,아니요,NULL,Lighters (Lithium Battery Powered),NULL,TSA
254,라이터 (토치),아니요,아니요,"토치 라이터는 일반 라이터보다 더 뜨겁고(화씨 2,500도에 도달), 더 강렬한 얇고 바늘 모양의 불꽃을 만듭니다. 토치 라이터는 종종 파이프와 시가에 사용되며, 고정된 각도에 관계없이 일관된 공기 중 화염을 유지합니다.",Lighters (Torch),"Torch lighters create a thin, needle-like flame that is hotter (reaching 2,500 F) and more intense than those from common lighters. Torch lighters are often used for pipes and cigars, and maintain a consistent stream of air-propelled fire regardless of the angle at which it is held.",TSA
255,립스틱,예,예,NULL,Lipsticks,NULL,TSA
256,액체 표백제,아니요,아니요,NULL,Liquid Bleach,NULL,TSA
257,액상 약,예 (3.4oz/100 ml 이상 또는 동일),예,"여행에 필요한 합리적인 양의 의학적으로 필요한 액체, 젤 및 에어로졸은 허용되지만, 보안 검색대에서 보안 담당관에게 미리 알려야 합니다.",Liquid Medications,"TSA allows larger amounts of medically necessary liquids, gels, and aerosols in reasonable quantities for your trip, but you must declare them to security officers at the checkpoint for inspection.",TSA
258,드라이 쉬퍼 내 액체 질소,예 (특별 지침),예 (특별 지침),위탁 수하물로 운송할 때 액체 질소를 드라이 배송 용기에 포장해야 합니다.,Liquid nitrogen in a dry shipper,The FAA requires that liquid nitrogen be packaged in a dry shipper when transported in checked baggage. See theFAA regulationsfor more information.,TSA
259,액체 비타민,예 (3.4oz/100 ml 이상 또는 동일),예,비행기에서 약물 운송에 대해 자세히 알아보십시오.,Liquid Vitamins,Learn more about transporting medicationon your next flight.,TSA
260,장치 내 100Wh 이하 리튬 배터리,예,예 (특별 지침),휴대용 충전기 및 휴대폰 배터리 충전 케이스를 포함한 예비(제거되지 않은) 리튬 이온 및 리튬 금속 배터리는 기내 수하물에만 운반해야 합니다. 리튬 메탈(비충전식) 배터리는 배터리당 2g의 리튬으로 제한됩니다. 리튬 이온(충전식) 배터리는 배터리당 100Wh의 등급으로 제한됩니다. 이 한도는 일반인이 사용하는 거의 모든 종류의 리튬 배터리를 허용합니다.,Lithium batteries with 100 watt hours or less in a device,"Spare (uninstalled) lithium ion and lithium metal batteries, including power banks and cell phone battery charging cases, must be carried in carry-on baggage only. Lithium metal (non-rechargeable) batteries are limited to 2 grams of lithium per battery. Lithium ion (rechargeable) batteries are limited to a rating of 100 watt hours (Wh) per battery. These limits allow for nearly all types of lithium batteries used by the average person in their electronic devices.",TSA
261,100 와트 이상의 리튬 배터리,예 (특별 지침),아니요,휴대용 충전기 및 휴대폰 배터리 충전 케이스를 포함한 예비(제거되지 않은) 리튬 이온 및 리튬 금속 배터리는 기내 수하물에만 운반해야 합니다.,Lithium batteries with more than 100 watt hours,"Spare (uninstalled) lithium ion and lithium metal batteries, including power banks and cell phone battery charging cases, must be carried in carry-on baggage only.",TSA
262,살아있는 산호,예,아니요,물 속의 산호와 투명한 용기는 보안 담당관의 검사 후 허용됩니다.,Live Coral,Live corals in water and a clear transparent container are allowed after inspection by the TSA officer.,TSA
263,살아있는 물고기,예,아니요,보안 담당관의 검사 후 물에 있는 살아있는 물고기와 투명한 용기는 허용됩니다.,Live Fish,Live fish in water and a clear transparent container are allowed after inspection by the TSA officer.,TSA
264,살아있는 랍스터,항공사로 확인하십시오,예,살아있는 랍스터는 보안 검색을 통해 허용되며 명확하고 플라스틱 유출 방지 용기에 운송해야 합니다. 보안 담당관은 보안 검색대에서 랍스터를 시각적으로 검사합니다. 공항에 도착하기 전에 랍스터와 함께 여행하는 것에 대한 항공사의 정책을 확인하려면 항공사에 연락하는 것이 좋습니다.,Live Lobster,"A live lobster is allowed through security and must be transported in a clear, plastic, spill proof container.?A TSA?officer will visually inspect your lobster at the checkpoint. We recommend that you contact your airline to determine your airline's policy on traveling with your lobster before arriving at the airport.",TSA
265,자물쇠 따개,예,예,길이가 18cm 이하의 공구는 기내 수하물에 허용됩니다. 이 물품과 함께 여행하는 것에 대해 현지 법 집행 기관에 확인하십시오.,Lock Picks,Tools that are 7 inches or less in length are allowed in carry-on bags. Please check with local law enforcement regarding traveling with this item.,TSA
266,롱보드,예,예,NULL,Longboards,NULL,TSA
267,로션,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Lotion,NULL,TSA
268,수하물 보호 덮개,예,예,가방에 추가 보안 검색이 필요한 경우 담당관이 덮개를 열어야 합니다. 담당관은 검색을 위해 제시된 방식대로 물품을 다시 포장하려고 노력할 것입니다.,Luggage Protection Covers,"if your bag requires additional screening, our officers will need to open the covers. Our officers will make every attempt to repack items the way they were when presented for screening.",TSA
269,매직 8 볼,아니요,예,기내 수하물: 매직 8 볼에게 물어봤더니… 전망이 좋지 않다고 말했습니다!,Magic 8 Ball,For Carry-on bags: We asked the Magic 8 Ball ?and it told us…Outlook not so good!,TSA
270,자석,예,예,NULL,Magnets,NULL,TSA
271,메이크업 리무버,예 (3.4oz/100 ml 이상 또는 동일),예 (특별 지침),위탁 수하물에 제한된 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Makeup Remover,The FAA limits the total amount of restricted medicinal and toiletry articles in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.,TSA
272,메이크업 전용 물티슈,예,예,NULL,Makeup Wipes,NULL,TSA
273,메이플 시럽,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Maple Syrup,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
274,무술 무기,아니요,예,NULL,Martial Arts Weapons,NULL,TSA
275,마스카라,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Mascara,NULL,TSA
276,마사지기,예,예,NULL,Massagers,NULL,TSA
277,성냥 (안전 성냥),예,아니요,"한 개의 안전 성냥(어디에나 긋는 성냥이 아닌)은 기내 수하물로 허용되지만, 모든 성냥은 위탁 수하물에 금지됩니다.",Matches (Safety Matches),"One book of safety (non-strike anywhere) matches are permitted as carry-on items, but all matches are prohibited in checked baggage.",TSA
278,성냥 (마찰식),아니요,아니요,NULL,Matches (Strike-anywhere Matches),NULL,TSA
279,고기용 식도,아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다.,Meat Cleavers,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
280,의료 기기,예,아니요,"의학적 치료의 결과로 방사성 물질, 이식, 섭취, 주사 또는 외부에 장착된 의료 기기.",Medical Devices,"Medical Devices Containing Radioactive Material, implanted, ingested, injected, or fitted externally as a result of a medical treatment",TSA
281,의료용 마리화나,예 (특별 지침),예 (특별 지침),"마리화나와 일부 대마초 주입 제품(CBD 오일 포함)은 건조 중량 기준으로 0.3% 이상의 THC를 포함하지 않거나 FDA가 승인한 제품을 제외하고 연방법에 따라 불법으로 남아 있습니다. 보안 담당관은 법률 위반이 의심되는 경우 지역, 주 또는 연방 당국에 보고해야 합니다.",Medical Marijuana,"Marijuana and?certain?cannabis infused products,?including some Cannabidiol (CBD) oil,?remain illegal under federal law except for products that contain no more than 0.3 percent THC on a dry weight basis or that are approved by FDA.?(See the Agriculture Improvement Act of 2018, Pub. L. 115-334.)? TSA officers are required to report any suspected violations of law to local, state or federal authorities.",TSA
282,의료용 마스크,예,예,NULL,Medical Masks,NULL,TSA
283,의료용 수은 온도계,아니요,예 (특별 지침),위탁 수하물에만 개인 용도로 사용하기 위해 승객당 소형 수은 온도계를 허용합니다. 온도계는 보호 케이스에 있어야 합니다. 팁: 은색이 아닌 빨간색 선이 있는 온도계는 수은이 아니며 제한되지 않습니다. 리튬 배터리로 구동되지 않는 한 디지털 온도계도 제한되지 않습니다. 수량 제한에 대한 자세한 내용은 규정을 참조하십시오.,Medical-Clinical Thermometer (Mercury),"The FAA allows one small Medical-Clinical Thermometer (Mercury) per passenger for personal use in checked bag only.The thermometer must be in a protective case.Tip: Thermometers with a red line instead of silver are not mercury and not restricted. Digital thermometers are also not restricted, unless powered by lithium batteries.? SeeFAA regulationsfor more information on quantity limits.",TSA
284,의료용 개인 산소,예 (특별 지침),아니요,보안 검색대를 통해 개인 의료 산소 실린더를 가져와 게이트 구역으로 가져올 수 있습니다. 그러나 연방 항공국(Federal Aviation Administration)에 의해 유해 물질로 간주되기 때문에 항공기 기내에서는 개인 의료 산소 실린더가 허용되지 않습니다.,Medically Necessary Personal Oxygen,"You may bring personal medical oxygen cylinders through the screening checkpoint and into the gate area. However, personal medical oxygen cylinders are not permitted in the aircraft cabin as they are considered hazardous materials by the Federal Aviation Administration.",TSA
285,약물 (액체),예 (특별 지침),예,"여행에 필요한 합리적인 양의 의학적으로 필요한 액체, 젤 및 에어로졸은 허용되지만, 보안 검색대에서 보안 담당관에게 미리 알려야 합니다.",Medications (Liquid),"TSA allows larger amounts of medically necessary liquids, gels, and aerosols in reasonable quantities for your trip, but you must declare them to TSA officers at the checkpoint for inspection.",TSA
286,약물 (약),예,예,NULL,Medications (Pills),Learn more about transporting medicationon your next flight.,TSA
287,금속 탐지기,항공사로 확인하십시오,항공사로 확인하십시오,좌석 아래 오버헤드 짐칸과 공간의 크기 제한이 있기 때문에 이 물품은 위탁 수하물로 운반해야 합니다.,Metal Detector,"Because of the size limitations of overhead bins and space under seats, this item should be transported in checked bags.",TSA
288,전자레인지,항공사로 확인하십시오,예,전자레인지는 보안 검색대를 통해 허용됩니다. 정책에 대해 항공사에 확인하십시오.,Microwave,Microwave is allowed through the checkpoint. Please check with your airline for their policy.,TSA
289,거울,예,예,NULL,Mirrors,NULL,TSA
290,믹서,예 (특별 지침),예,믹서는 기내 수하물로 허용됩니다. 모든 크기 또는 무게 제한은 항공사에 확인하십시오.,Mixer,Mixer is allowed in carry-on bags. Please check with your airline for any size or weight restrictions.,TSA
291,전투 식량 (MRE),예 (특별 지침),예,"고체 식품(액체 또는 젤이 아닌)은 기내 또는 위탁 수하물로 운송할 수 있습니다. 100ml보다 큰 액체 또는 젤 형태의 식품은 기내 수하물에 허용되지 않으며, 가능한 경우 위탁 수하물에 넣어야 합니다.",MREs,Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags and should be placed in your checked bags if possible.,TSA
292,날 없는 멀티툴,예,예,NULL,Multi-tool without Blades,NULL,TSA
293,멀티 툴,예 (특별 지침),예,일반적으로 기내 수하물에 날카로운 물품을 휴대할 수 없습니다. 칼날이 있는 멀티툴(다용도 공구)은 금지됩니다. 이 물품을 위탁 수하물에 포장하십시오. 10cm 미만의 가위가 있는 멀티툴은 기내 수하물에 넣을 수 있습니다.,Multi-tools,"In general, you are prohibited from traveling with sharp objects in your carry-on bags. Multi-tools (multipurpose tools) with knives of any length are prohibited. Please pack these items in your checked bags. Multi-tools (multipurpose tools) with scissors less than 4 inches may be placed in carry-on bags.",TSA
294,손톱깎이,예,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다.,Nail Clippers,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
295,네일 파일 (금속),예,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다.,Nail File (metal),Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
296,못 박는 총기 / 네일 건,아니요,예,NULL,Nail Guns,NULL,TSA
297,매니큐어,예 (3.4oz/100 ml 이상 또는 동일),예 (특별 지침),위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Nail Polish,The FAA limits the total amount of restricted medicinal and toiletry articles in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.,TSA
298,매니큐어 제거제,예 (3.4oz/100 ml 이상 또는 동일),예,위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Nail Polish Remover,The FAA limits the total amount of restricted medicinal and toiletry articles in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.,TSA
299,내비게이션 GPS,예,예,NULL,Navigation GPS,NULL,TSA
300,"분무기 및 수면호흡보조기기 (CPAP, BiPAP, APAP 등)",예 (특별 지침),예 (특별 지침),표준 심사.,"Nebulizers, CPAPs, BiPAPs, and APAPs",Standard screening,TSA
301,나이트 스틱,아니요,예,NULL,Night Sticks,NULL,TSA
302,야간 투시경,예,예,NULL,Night Vision Goggles,NULL,TSA
303,니트로 글리세린 알약,예,예,비행기에서 약물 운송에 대해 자세히 알아보십시오.,Nitroglycerine Pills,Learn more about transporting medicationon your next flight.,TSA
304,비유출형 습식 배터리,예 (특별 지침),예 (특별 지침),"이 물품은 휴대용 전자 장치에 사용되는 흡수된 전해질(젤 셀, 흡수 유리 매트 등)이 있는 비유출형 배터리로 제한됩니다. 대형 차량 배터리에는 적용되지 않습니다. 배터리 구동 휠체어 및 이동성 장치의 경우 별도의 항목을 참조하십시오. 배터리 전압은 12V를 초과해야 하며 배터리 와트 시간 등급은 100Wh를 초과해서는 안 됩니다. 장비는 우발적인 작동 및 열 발생, 터미널 기둥의 손상으로부터 보호되어야 합니다. 전체 포장 요구 사항에 대한 규정을 참조하십시오.",Non-Spillable Wet Batteries,"The information in this entry is limited to non-spillable batteries with absorbed electrolyte (gel cell, absorbed glass mat, etc.) used in portable electronic devices. It does not cover large vehicle batteries. For battery-powered wheelchairs and mobility devices, see separate entry.The battery voltage must not exceed 12 volts and the battery watt hour rating must not exceed 100 watt hours.Battery-powered equipment must be protected against accidental activation and the evolution of heat, and damage to the terminal posts. ?SeeFAA regulationsfor full packaging requirements.",TSA
